Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Sub-task,VYSPER-114,12430570,12430564,Converting a One-to-One Chat Into a Multi-User Conference,,niklas,Major,Open,,15/Jul/09 22:07,15/Jul/09 22:07,
New Feature,VYSPER-101,12430556,,MUC Entity Use Cases,,niklas,Major,Open,,15/Jul/09 21:48,15/Jul/09 22:01,
Bug,VYSPER-97,12429590,,Pidgin fails to connect to Vysper,niklas,niklas,Major,Closed,Fixed,06/Jul/09 09:36,15/Jul/09 09:00,
Bug,VYSPER-98,12430374,,"Server should only return content, not the complete stanza, in error replies",niklas,niklas,Major,Closed,Fixed,14/Jul/09 14:09,14/Jul/09 22:11,
Improvement,VYSPER-77,12428103,,Add @SpecCompliant annotations to relevant parts,mjakl,mjakl,Major,Closed,Fixed,17/Jun/09 11:01,05/Jul/09 21:22,
Sub-task,VYSPER-57,12425012,12423810,Delete a Node (XEP-0060 8.4),mjakl,mjakl,Major,Closed,Fixed,09/May/09 14:01,05/Jul/09 20:38,08/Jul/09 00:00
Test,VYSPER-87,12429053,,Verify that messages sent from the pubsub service are correct,mjakl,mjakl,Major,Closed,Fixed,28/Jun/09 20:08,05/Jul/09 18:54,
Test,VYSPER-94,12429568,,"Write a little demo application using ""realworld"" some clients.",brainlounge,mjakl,Major,Closed,Fixed,05/Jul/09 18:43,05/Jul/09 18:54,
Bug,VYSPER-92,12429555,,"Stanzas don't get enriched with a ""from"" Attribute when the client omits it.",brainlounge,mjakl,Major,Closed,Won't Fix,05/Jul/09 10:24,05/Jul/09 14:37,
Improvement,VYSPER-89,12429507,,Improve SpecCompliant annotation for Pubsub classes,mjakl,mjakl,Major,Closed,Duplicate,03/Jul/09 19:55,05/Jul/09 11:03,
Improvement,VYSPER-75,12427687,,Improve testcase structure for easier testing of error cases.,mjakl,mjakl,Major,Closed,Fixed,11/Jun/09 21:13,03/Jul/09 20:48,
Improvement,VYSPER-78,12428519,,Javadoc for PubSub-related classes,mjakl,mjakl,Major,Closed,Fixed,21/Jun/09 22:59,03/Jul/09 20:48,
Sub-task,VYSPER-79,12428608,12428103,Extract smaller methods for better annotations and improved structure/readability.,mjakl,mjakl,Major,Closed,Fixed,22/Jun/09 20:51,03/Jul/09 20:48,
New Feature,VYSPER-84,12429050,,Make LeafNodes disco#items discoverable (XEP-0060 5.5),mjakl,mjakl,Major,Closed,Fixed,28/Jun/09 17:15,03/Jul/09 20:47,
Sub-task,VYSPER-83,12429046,12423810,Implement disco#items for service-level disco#items (return nodes known to the root node).,mjakl,mjakl,Major,Closed,Fixed,28/Jun/09 12:41,03/Jul/09 20:44,
Sub-task,VYSPER-81,12429002,12423810,Split up PersistenceManager interfaces for CollectionNode and LeafNode related methods.,mjakl,mjakl,Major,Closed,Fixed,26/Jun/09 22:51,03/Jul/09 20:44,
Sub-task,VYSPER-71,12426787,12423810,"Error cases for ""Publish to a node""",mjakl,mjakl,Major,Closed,Fixed,31/May/09 21:41,03/Jul/09 20:43,
Sub-task,VYSPER-70,12426786,12423810,Create a thread to send the published messages to all subscribers,mjakl,mjakl,Major,Closed,Later,31/May/09 21:36,03/Jul/09 20:43,
Sub-task,VYSPER-69,12426768,12423810,Filter sender of a message (publish),mjakl,mjakl,Major,Closed,Incomplete,31/May/09 12:06,03/Jul/09 20:43,
Sub-task,VYSPER-68,12426765,12423810,Allow zero or more (instead of exactly one) 'item' element in a publish message.,mjakl,mjakl,Major,Closed,Later,31/May/09 10:20,03/Jul/09 20:43,
Sub-task,VYSPER-67,12426741,12423810,"Error cases for ""Unsubscribe from a node""",mjakl,mjakl,Major,Closed,Fixed,30/May/09 17:09,03/Jul/09 20:43,
